"Main use","Detailed use","Used part","crop_code"
"food & beverage","minerals","bulbs","5236"
"environmental","erosion control","entire plant","5236"
"environmental","shade & shelter","entire plant","5236"
"material","canes","bark","5238"
"material","fibres","bark","5238"
"food & beverage","vitamins","bulbs","5238"
"food & beverage","minerals","bulbs","5238"
"animal food (feed)","vitamins","leaves","5244"
"animal food (feed)","minerals","leaves","5244"
"fuels","fuelwood","bark","5244"
"environmental","erosion control","entire plant","5244"
"environmental","windbreak","entire plant","5244"
"environmental","nitrogen fixation","roots","5244"
"animal food (feed)","vitamins","seeds","5250"
"animal food (feed)","minerals","seeds","5250"
"animal food (feed)","vitamins","leaves","5250"
"animal food (feed)","minerals","leaves","5250"
"material","fibres","stems","5250"
"material","timber wood","bark","5250"
"material","lipids/oil & fats","seeds","5250"
"fuels","non-wood fuel","seeds","5250"
"fuels","fuelwood","bark","5250"
"poison","dicot.","seeds","5250"
"poison","insects","seeds","5250"
"medicinal","","seeds","5250"
"environmental","erosion control","entire plant","5250"
"environmental","shade & shelter","entire plant","5250"
"environmental","manure/fertilizer","leaves","5250"
"environmental","ornamental/turf","entire plant","5250"
"poison","insects","roots","5251"
"animal food (feed)","vitamins","entire plant","5258"
"animal food (feed)","minerals","entire plant","5258"
"environmental","cover crop","entire plant","5258"
"environmental","manure/fertilizer","entire plant","5258"
"animal food (feed)","vitamins","entire plant","5260"
"animal food (feed)","protein","entire plant","5260"
"environmental","erosion control","entire plant","5260"
"environmental","manure/fertilizer","entire plant","5260"
"animal food (feed)","vitamins","entire plant","5261"
"animal food (feed)","minerals","entire plant","5261"
"animal food (feed)","protein","entire plant","5261"
"environmental","manure/fertilizer","leaves","5261"
"environmental","shade & shelter","entire plant","5261"
"environmental","nitrogen fixation","roots","5261"
"environmental","agroforestry","entire plant","5261"
"environmental","erosion control","entire plant","5261"
"animal food (feed)","vitamins","entire plant","5264"
"animal food (feed)","minerals","entire plant","5264"
"environmental","erosion control","entire plant","5264"
"environmental","cover crop","entire plant","5264"
"environmental","manure/fertilizer","entire plant","5264"
"environmental","soil improvers","entire plant","5264"
"animal food (feed)","vitamins","entire plant","5265"
"animal food (feed)","minerals","entire plant","5265"
"animal food (feed)","vitamins","entire plant","5267"
"animal food (feed)","minerals","entire plant","5267"
"animal food (feed)","vitamins","entire plant","5273"
"animal food (feed)","minerals","entire plant","5273"
"food & beverage","vitamins","fruits","5275"
"food & beverage","minerals","fruits","5275"
"food & beverage","vitamins","leaves","5275"
"food & beverage","minerals","leaves","5275"
"material","timber wood","bark","5275"
"fuels","fuelwood","bark","5275"
"fuels","charcoal","bark","5275"
"medicinal","","leaves","5275"
"medicinal","","stems","5275"
"environmental","manure/fertilizer","leaves","5275"
"animal food (feed)","vitamins","entire plant","5296"
"animal food (feed)","minerals","entire plant","5296"
"food & beverage","vitamins","fruits","5302"
"food & beverage","minerals","fruits","5302"
"food & beverage","vitamins","seeds","5302"
"food & beverage","minerals","seeds","5302"
"food & beverage","protein","seeds","5302"
"animal food (feed)","vitamins","fruits","5302"
"animal food (feed)","minerals","fruits","5302"
"animal food (feed)","protein","fruits","5302"
"animal food (feed)","vitamins","leaves","5302"
"animal food (feed)","minerals","leaves","5302"
"material","honey","flowers","5302"
"material","fibres","stems","5302"
"fuels","fuelwood","bark","5302"
"medicinal","dental applications","stems","5302"
"medicinal","digestive system applications","stems","5302"
"medicinal","sensory applications","stems","5302"
"medicinal","genitourinary system applications","roots","5302"
"medicinal","digestive system applications","roots","5302"
"medicinal","genitourinary system applications","leaves","5302"
"medicinal","digestive system applications","leaves","5302"
"environmental","erosion control","entire plant","5302"
"environmental","revegetation","entire plant","5302"
"environmental","nitrogen fixation","roots","5302"
"environmental","manure/fertilizer","leaves","5302"
"environmental","living fence","entire plant","5302"
"environmental","agroforestry","entire plant","5302"
"environmental","ornamental/turf","entire plant","5302"
"medicinal","digestive system applications","flowers","5310"
"medicinal","digestive system applications","roots","5310"
"medicinal","nervous system applications","flowers","5310"
"medicinal","nervous system applications","roots","5310"
"medicinal","muscular/skeletal applications","flowers","5310"
"medicinal","muscular/skeletal applications","roots","5310"
"medicinal","endocrine system applications","flowers","5310"
"medicinal","endocrine system applications","roots","5310"
"material","cosmetics & perfumery","flowers","5310"
"food & beverage","minerals","leaves","5310"
"medicinal","muscular/skeletal applications","leaves","5320"
"medicinal","muscular/skeletal applications","leaves","5321"
"medicinal","digestive system applications","leaves","5321"
"poison","mammals","entire plant","5321"
"environmental","ornamental/turf","entire plant","5321"
"medicinal","nervous system applications","leaves","5322"
"medicinal","blood system applications","leaves","5322"
"medicinal","muscular/skeletal applications","leaves","5322"
"medicinal","digestive system applications","leaves","5322"
"environmental","ornamental/turf","entire plant","5322"
"poison","mammals","entire plant","5322"
"food & beverage","protein","seeds","5329"
"food & beverage","minerals","seeds","5329"
"animal food (feed)","protein","seeds","5329"
"animal food (feed)","minerals","seeds","5329"
"animal food (feed)","vitamins","leaves","5329"
"animal food (feed)","minerals","leaves","5329"
"medicinal","endocrine system applications","seeds","5329"
"fuels","non-wood fuel","entire plant","5329"
"animal food (feed)","vitamins","entire plant","5333"
"animal food (feed)","minerals","entire plant","5333"
"environmental","erosion control","entire plant","5333"
"environmental","cover crop","entire plant","5333"
"material","timber wood","bark","5340"
"fuels","fuelwood","bark","5340"
"material","timber wood","bark","5343"
"material","dye/tannin","","5343"
"material","fibres","","5343"
"food & beverage","vitamins","fruits","5343"
"food & beverage","minerals","fruits","5343"
"environmental","manure/fertilizer","flowers","5343"
"food & beverage","vitamins","fruits","5349"
"food & beverage","minerals","fruits","5349"
"food additive","condiment/seasoning","leaves","5349"
"food additive","condiment/seasoning","flowers","5349"
"material","timber wood","bark","5349"
"material","cosmetics & perfumery","seeds","5349"
"fuels","non-wood fuel","seeds","5349"
"medicinal","digestive system applications","fruits","5349"
"medicinal","immune system applications","fruits","5349"
"medicinal","blood system applications","seeds","5349"
"environmental","shade & shelter","entire plant","5349"
"environmental","ornamental/turf","entire plant","5349"
"food & beverage","vitamins","fruits","5350"
"food & beverage","minerals","fruits","5350"
"food & beverage","vitamins","roots","5369"
"food & beverage","minerals","roots","5369"
"animal food (feed)","vitamins","roots","5369"
"animal food (feed)","minerals","roots","5369"
"medicinal","","roots","5374"
"poison","mammals","roots","5382"
"food & beverage","vitamins","roots","5382"
"food & beverage","minerals","roots","5382"
"food & beverage","vitamins","roots","5387"
"food & beverage","minerals","roots","5387"
"food & beverage","vitamins","roots","5408"
"food & beverage","minerals","roots","5408"
"medicinal","","roots","5408"
"environmental","ornamental/turf","entire plant","5408"
"food & beverage","vitamins","roots","5429"
"food & beverage","minerals","roots","5429"
"environmental","agroforestry","entire plant","5429"
"food & beverage","vitamins","fruits","5464"
"food & beverage","minerals","fruits","5464"
"medicinal","","fruits","5464"
"material","timber wood","bark","5464"
"material","gums/resins","fruits","5464"
"material","dye/tannin","leaves","5464"
"material","dye/tannin","fruits","5464"
"environmental","ornamental/turf","entire plant","5464"
"food & beverage","vitamins","fruits","5465"
"food & beverage","minerals","fruits","5465"
"food & beverage","vitamins","seeds","5465"
"food & beverage","minerals","seeds","5465"
"animal food (feed)","protein","leaves","5465"
"animal food (feed)","minerals","leaves","5465"
"material","timber wood","bark","5465"
"medicinal","nervous system applications","seeds","5465"
"medicinal","blood system applications","fruits","5465"
"medicinal","genitourinary system applications","flowers","5465"
"medicinal","skin applications","flowers","5465"
"medicinal","blood system applications","flowers","5465"
"medicinal","digestive system applications","stems","5465"
"environmental","living fence","entire plant","5465"
"food & beverage","vitamins","fruits","5466"
"food & beverage","minerals","fruits","5466"
"material","timber wood","bark","5466"
"material","honey","flowers","5466"
"fuels","charcoal","bark","5466"
"fuels","fuelwood","bark","5466"
"medicinal","digestive system applications","roots","5466"
"medicinal","immune system applications","roots","5466"
"medicinal","immune system applications","leaves","5466"
"medicinal","skin applications","leaves","5466"
"medicinal","immune system applications","stems","5466"
"medicinal","genitourinary system applications","stems","5466"
"medicinal","digestive system applications","stems","5466"
"medicinal","immune system applications","fruits","5466"
"medicinal","genitourinary system applications","roots","5466"
"environmental","ornamental/turf","entire plant","5466"
"animal food (feed)","minerals","leaves","5474"
"animal food (feed)","vitamins","leaves","5474"
"food & beverage","vitamins","fruits","5474"
"food & beverage","minerals","fruits","5474"
"material","honey","flowers","5474"
"material","timber wood","bark","5474"
"material","dye/tannin","fruits","5474"
"material","dye/tannin","seeds","5474"
"medicinal","immune system applications","fruits","5474"
